2016-01-05	CON	AnneMarieMorris	10. What plans he has to publish a rural healthcare strategy.
2016-01-19	CON	JustineGreening	We will certainly stay the course, and my hon. Friend will be aware that part of our work with Sierra Leone over a number of years has been to strengthen healthcare systems. That has been vital for Sierra Leone and in the context of this outbreak, because there was a point at which people were extremely concerned about the potential of the disease to arrive here in the UK. It is not just in Sierra Leone’s interest that we do this work; it is in our interest to have a WHO that is able to respond effectively to international health emergencies.
2016-01-19	CON	StephenPhillips	What funding will my right hon. Friend make available to the Government of Sierra Leone and non-governmental organisations working in the region to deal with this latest outbreak and to establish long-term resilience in healthcare systems for dealing with a disease that may well now be endemic in the region? Has she held discussions with her colleagues in the Ministry of Defence about the potential for assistance to be given to ensure that the disease does not spread further? Does she have confidence that the failings demonstrated by the WHO in the past will not be repeated? To what extent is she confident that there are no further cases of Ebola present in Liberia and Guinea
2016-01-19	LAB	DianeAbbott	Does the Secretary of State agree that Ebola cannot be seen in isolation and that we have to look at the general issue of access to healthcare in the region and building a resilient health system?
2016-01-20	LAB	KeithVaz	The Minister wrote back to us and told us that poppers are beneficial, as if in some cases they may well be mandatory. He wrote that “the Government recognises that representations have been made to the effect that ‘poppers’ have a beneficial health and relationship effect in enabling anal sex for some men who have sex with men, amid concern about the impact of the ban on these men. In consultation with the Department of Health and the Medicines and Healthcare products Regulatory Agency (MHRA), the Home Office will now consider whether there is evidence to support these claims and, if so, whether it is sufficient to justify exempting the alkyl nitrites group (or individual substances in the group).” Although I welcome that approach—it is a really positive step forward—it is actually the wrong way around. A better course of action would be to put alkyl nitrites on the exempted list, conduct the review and then come back to the House or by order and change the position. It is what we like to call evidence-based decision making. That is what we have said consistently over the eight years I have chaired the Home Affairs Committee
2016-01-21	CON	MargaretThroup	As my hon. Friend the Member for Totnes (Dr Wollaston) said, the Health Committee report on childhood obesity called for “brave and bold action”. That brave and bold action is needed from Government, the food and drinks industry, food outlets, educators and healthcare professionals. But let us not forget that all that will be wasted unless people take personal responsibility. This is a huge issue and fiddling at the edges will not work
2016-01-21	CON	MargaretThroup	We must not forget that we need to consider cure as well as prevention. I have spoken to a number of healthcare professionals about this matter. Although it is important to recognise that people need to take personal responsibility for their own lifestyle, it is important not to stigmatise people who are obese. We must ensure that people recognise it as a condition, as they would with any other medical condition
2016-01-21	CON	NigelHuddleston	As my hon. Friend the Member for Faversham and Mid Kent (Helen Whately) said, this is not just about healthy eating. It is also about planning, education, labelling, and information, and the cost in healthcare if we do not do anything—we need to cover so many areas. If the aim of this debate was to give the Government ideas about what they could do to help in this area, then I am sure that by the end of it that will have been achieved.
2016-01-22	CON	MargaretThroup	I want to touch on Great Ormond Street Hospital Children’s Charity. As my hon. Friend the Member for Aldridge-Brownhills has said, despite the hospital’s location in London, and owing to the specialist nature of its work, it provides a truly national resource for children with some of the most severe and complex illnesses imaginable. I am sure that at least one child in at least one family in every constituency has benefited from the healthcare provided by Great Ormond Street hospital. Like every hospital, whether generalist or specialist, it has fantastic doctors and nurses, and a whole host of healthcare professionals who together make our NHS the envy of the world. I am sure that the whole House will agree that we owe them a great debt of gratitude for the work they do
2016-01-22	CON	WendyMorton	Collectively across the country about 260 charities currently exist to receive and manage charitable funds on behalf of NHS charities. I am sure Members will be interested to know that just over £345 million was raised by these charities in the last financial year, supporting patients and staff right across the country, so we should be doing all we can to support them. They make an outstanding contribution, yet their work often goes unheralded. I hope that today’s debate helps to publicise their work and the valuable contribution they make to hospitals as well as to the lives of patients, their families and clinicians. But just as healthcare moves on, so does the charitable environment, and there is a real need to place certainty in an already complex structure. I hope, and believe, that that is what this Bill will do
2016-01-25	LAB	GrahamJones	For Britain, there is a third consequence: our friendship with Rwanda is becoming unnecessarily frayed. International election observers described the referendum as “free and fair”. In my time there, it was abundantly clear to me that Kagame had phenomenal support, in public and in private. He emphasised Africa’s biggest problem as “a lack of good governance” and posed the question, “Why has Africa remained the poorest continent, meaning its people are the poorest, yet the continent is the richest?” The west is in the paradoxical position of criticising free and fair elections yet denouncing the will of the Rwandan people, 3.7 million of whom—more than 60% of voters—signed the petition to change the part of the constitution limiting the President to two terms. In that vote, 98.3% were in favour of the change. That sounds like a phoney figure, but when I went there and spoke with taxi drivers and ordinary people in private, I found that the level of support for the Government was immense. It is easy to see why: growing incomes and living standards; free education; free healthcare; phenomenal development across the country, often targeting the poorest; and streets that are safe at night. It was also easy to see the fear of a return to Hutu Power. Speaking to recent FDLR militia soldiers, it is worrying that the FDLR seems able to recruit new members and, importantly, that they share the arguments and tone of the opposition against Kagame
2016-01-25	LAB	GrahamJones	The reason we should value that relationship can be seen in Burundi, which is another country I have had the opportunity to see at first hand. Crossing the border, we noticed the differences immediately. In Rwanda we saw well-dressed people going about their business, walking freely along the road, but that gave way to impoverished Burundians, lacking substantial clothes, often barefoot and hanging about aimlessly along roadsides. Half the population are under the age of 16. Per capita income has fallen to a quarter of that in Rwanda over the past 20 years. Burundi is the fourth poorest country in the world, and the UK and the European Union have stopped providing aid because we cannot guarantee that it will not be lost to corruption. Such instability makes it difficult to find structures to deliver aid. Burundi has elections that we consider, on paper, to be more democratic than those in Rwanda, but is that a meaningful comparison? Outside of the capital, Bujumbura, it is a country without much structure and with endemic poverty. With the collapse of presidential support, the country is once again on the verge of widespread violence. Hundreds of Burundians have died so far in the disturbances. It is a democracy led by patronage and corruption. Magazine sellers in Kigali can sell anti-Kagame magazines—they do so outside the Milles Collines hotel—and the country has a universal healthcare system, a low level of crime, and free education. By contrast, the people of Burundi have to live in poverty, with little state support and under the dark cloud of sectarian violence and killing
2016-01-25	LAB	StephenDoughty	Community Carbon Link based in Lampeter is planting half a million trees for Kenyan schools, and it has run grassroots projects in Kenya for more than eight years. Other organisations include PONT, which is well known in Rhondda Cynon Taf, and has had strong links with Mbale in Uganda for the past 10 years. Over that time, it has trained more than 1,000 healthcare workers, supporting a population of nearly 250,000. Many of those organisations, including Hayaat, have a base in my constituency. Another organisation that plays a crucial role is Penarth and District Lesotho Trust, which is based in Penarth in my constituency. Clearly, the UK Government have a role to play, but so too do individual citizens, and I am proud to say that they are playing it.
2016-01-25	LAB	StephenDoughty	SaddleAid, an interesting scheme in Anglesey, has developed inflatable saddles for emergency transport in Ethiopia. Emergency medical facilities can be taken by donkeys or small horses to the most remote areas. It is a very simple and effective way of getting resources out there, and also of transporting pregnant women to the nearest healthcare facility where they might be supported
2016-01-25	LAB	StephenDoughty	Yes, I agree with the hon. Gentleman in principle. It is important that we focus on those fragile countries that are affected by conflict, but I would gently make two points. It is important to support Governments directly, albeit with important criteria attached. Unless we support the development of strong governmental systems—for example, in healthcare and education—we will not see the necessary consistency and co-ordination of approach involving the non-governmental and international organisations operating in the country. In this country, it was only through forming the national health service and a unified education system that we were able to make the necessary progress in our own history. So I would not want us to move completely away from providing Governments with support, but it is important that it should be properly scrutinised and accounted for
2016-01-26	CON	AndrewMitchell	As I was saying, the sheer scale of the proposed destruction of our green belt is not easy to describe. The imposition of a colossal 6,000 homes adjacent to our town would be impossible for us to absorb. It would be a wholly inedible Labour dump of concrete, which would change forever the character of Sutton Coldfield and have huge infrastructure consequences, which have barely received the slightest official attention. For example, our local hospitals, which would undoubtedly be affected by these monstrous proposals, have not even been consulted on the plans. The effects on schools, healthcare and other amenities have hardly been considered, and the huge implications of the strain that would be imposed on our transportation systems, alongside the knock-on effect on other communities, are barely understood, let alone addressed
2016-01-26	CON	AndrewSelous	My hon. Friend is absolutely right, and I pay tribute to his long interest and great expertise in this particular issue. He will probably know that local commissioning groups in England and local health boards in Wales are responsible for services in the community. NHS healthcare staff in prisons are responsible there. It is their job to make sure that services provided in the prison are followed through in the community. We go to great efforts to make sure that happens.
2016-01-27	CON	KennethClarke	No one knows exactly why that problem is so persistent, but I remain strongly of the view that part of the trouble, if we look at enlightened policies not delivering the results—that is the test we should consider—is the fact that there are too many prisoners in prison. We cannot deliver these policies in squalid overcrowded slums where we do not have the space or the resources to deliver education, training, proper healthcare and better attitudes of the kind we wish to give
2016-01-27	CON	KennethClarke	We need to tackle drug abuse, which remains scandalously high in prison. We must deal with mental health problems, which are the biggest single issue in raising the healthcare standards of people in prison. I agree with all of that, and I support my right hon. Friend’s enlightened policies. Rehabilitation has been the Government’s agenda ever since we were first elected. Looking back at our performance, I concede that I am disappointed by the progress we have made. Prison management in the Ministry of Justice is infinitely better than it was 25 years ago, and some things have improved. Staff are keen to see the progress described by my right hon. Friend, and there are successes in the treatment of women offenders and young offenders, despite the problems in some institutions, as has been said
2016-01-27	CON	KevinHollinrake	This is, of course, all about balancing the books, which UK Governments have done in only 28 of the last 34 years. That has led to a cumulative debt of £1.6 trillion. The present Government have reduced the deficit from £150 billion to £75 billion, but there is much more to do. In the last eight months, since I have been in the House, the Opposition have opposed every single cut. So how would they balance the books? Would they cut funds for healthcare, the armed forces, welfare or pensions? I invite them to make constructive suggestions
2016-01-27	LAB	ElizabethMcInnes	The motion refers to “increasingly high rates” of drug use in prison, and there is clear evidence of inmates developing drug addiction inside prison. Drug seizures from prisoners have hit a new high, with almost 6,000 finds of illicit substances in 2014. As many hon. Members have mentioned, the use of new psychoactive substances is rife in prisons. The chief inspector of prisons published a report last month stating that so many prisoners abused psychoactive drugs that that put a strain on local ambulance services. Additionally, there are some frightening statistics on drug-related deaths of prisoners after their release. Such deaths are seven and a half times higher among UK prisoners in the first fortnight after release. Many of those deaths are due to opiate use, which could be prevented with the use of Naloxone, a synthetic drug that blocks opiate receptors in the nervous system. Prisoners are failed by local authorities that do not provide access to Naloxone for opiate users in the community, disregarding the recommendations of the World Health Organisation and Public Health England. Healthcare provision in all UK prisons should include the issue of Naloxone on release where appropriate, and NHS England, Public Health England and local authorities should develop a joint strategy and funding arrangements for such provision
2016-01-27	LAB	RachelReeves	I want to turn now to the economic effects on Leeds of the floods. The workforce in Leeds total 470,000 people, with a huge number travelling into the city from the surrounding areas every day. If the flood had happened on a working day, thousands of people would have been unable either to get to work or to get out of the city, resulting in huge amounts of congestion and countless working days being lost. The disruption to mobile telecoms infrastructure was bad on Boxing day, but it could have been worse. Significant risks have been identified at key infrastructure sites, including the Vodafone site off Kirkstall Road, which provides important communications to the council, the police and the national health service, and the power substation on Redcote Lane in Kirkstall, which powers 50,000 properties. Both were disrupted on Boxing day and for days afterwards. Leeds is also the regional centre for emergency and specialist healthcare, hosting the largest teaching hospital in Europe, and it relies on that infrastructure on a daily basis. For that reason as well, the city needs to be accessible by road and by rail.
2016-01-28	CON	AndrewMurrison	At this point in my contribution, let me make it clear—despite the fact that this is intended as a non-partisan initiative—that I feel very strongly that without a strong economy, we will not make any progress at all. Improvement requires the sort of economy to which we aspire—not one such as has been sustained in Greece, Spain and Portugal. If we look at those three countries, whose healthcare systems were not comparable to ours before their respective crises, we should note what has happened subsequently, as their Governments have struggled to control their economic situation by making huge cuts. We need to be very aware that we have avoided that in this country. Without a strong economy, talking about improving public services across the board—and particularly in the huge area of healthcare—is, frankly, pretty pointless. There will not be the resources to sustain what we have at the moment, let alone the 12% increase suggested by Kate Barker in her report. That is fundamental. I want to give credit to Ministers for sustaining the Stevens plan. We have heard some contributions today suggesting why that the plan might not turn out to be sufficient, but finding that sort of money at a time of austerity is a huge achievement, which should be acknowledged. I was proud to stand only a few months ago on a manifesto that supported the £8 billion spend. That allows us to have a service that is at least sustainable, notwithstanding my fears for the future and the inadequacy of our plans at this point in time, and should take us through to the end of the decade and beyond at a time when local government funding is being cut. That means that the pressure on social services, which was not anticipated by Simon Stevens, applies, while we face further pressures on the public health budget, too. Together, those pressures will mean having a deficit by the end of the decade that will need to be addressed. Beyond that, looking to 2025 and even further as Kate Barker has done, we need to determine how to find the extra funds that she feels are necessary, notwithstanding the dispute about where the funds might come from. I imagine that these issues will be examined by the commission proposed by the right hon. Member for North Norfolk when it is set up
2016-01-28	CON	AndrewMurrison	However, there is absolutely no room for complacency, as I am sure the Minister will agree, particularly when we have healthcare indices on areas such as our rate of teenage pregnancy. Although it has improved, it remains among the very worst in Europe. We do just slightly better than Bulgaria, Romania and Slovakia. Nobody here would be satisfied with that, I hope, and while we have public health indices as disastrous as that, there is no room for complacency
2016-01-28	CON	AndrewMurrison	I am grateful to the hon. Lady for giving way, particularly as I was not in at the very beginning of her remarks. It is most gracious of her. I have been listening carefully and she is making a powerful case. Then she came over all partisan. Does she not accept that fundamental to spending on healthcare, as with the rest of our public services, is a sound economy? Does she accept that this Government have had to make some extremely difficult choices in order to get that economy back on track?
2016-01-28	CON	AndrewMurrison	I support the motion, and I congratulate the right hon. Member for North Norfolk on tabling it. He is right to say that party politicians meddle with this national religion of ours, the national health service, at their peril. If we accept that we face huge challenges in the long term, beyond 2020, it is important that we not only engage in a national debate so that we can address some of the difficult issues that we have discussed this afternoon—the estates, for example, and how we pay for healthcare—but try to gain that usually impossible goal of securing some level of cross-party consensus.
2016-01-28	CON	AndrewMurrison	If we are setting up a commission to look at how we do healthcare in the very long term, we most certainly need to focus on public health. We need to ensure that resources for public health are maintained and sustained. Those resources are not discretionary, but an essential part of what we should be doing for healthcare in this country—although I accept that when it comes to making economies, it will always be tempting to shave bits off public health services rather than cutting an acute service, which would be much more obvious to the public
2016-01-28	CON	AndrewMurrison	One of my worries about what has happened over the past several months is that we appear to have changed from a model in which healthcare is pretty much exclusively funded through general taxation—that is to say, national insurance and income tax—to one that is partly funded by local taxation, with all that means when it comes to cuts in hard times. In my view, the sort of public health interventions that are having bits shaved off them at the moment are not discretionary, but essential parts of healthcare
2016-01-28	CON	AndrewMurrison	The right hon. Member for North Norfolk (Norman Lamb) mentioned outcomes almost in passing. Let me gently suggest that outcomes, mortality and healthcare experience throughout life are absolutely what we must be remorselessly focused on, and there the story is not a particularly good one, as the Commonwealth Fund made clear. Of course, the Commonwealth Fund report is quoted selectively by those who want to say that our system is the best there is, and that is fine: I trained in the NHS, I have worked in the NHS and I would be reliant on the NHS, so I defer to nobody in my admiration of the national health service and all that it stands for and does. However, it is naive to suppose that it is perfect in all respects, which is what I suspect really lies at the heart of this motion, as we look to the distant future
2016-01-28	CON	AndrewMurrison	There are some omissions in the motion, however. I suspect that its magisterial generality is probably by design; nevertheless, it fails to mention public health directly, which is an important part of the piece. If we are to consider the entirety of health and social care in this country, we need to talk about public health, which I think, if I am honest, has been neglected by consecutive Governments, largely because nobody fully understands what public health is. There is not really an accepted definition of “public health”. It means many things to many people. Some of us still believe, I suppose, that it is a rather old-fashioned thing, to do with the pre-1974 vision of medical officers of health, who dealt exclusively with infectious diseases. It is much bigger than that. Public health pervades all elements of the public service and needs to be addressed head on if we are to deal with some of the pressures we face in the acute sector, as well as ensuring that we meet some of the imperatives that apply to health in this country, which, as my hon. Friend the Member for Bracknell (Dr Lee) has pointed out, should mean being focused pretty much exclusively on healthcare outcomes
2016-01-28	CON	AndrewMurrison	We can all come up with wonderful figures to show why we need to invest in healthcare. By and large, public health investment saves money in the long term, but the potential for public health intervention prevention services to have a real impact on people’s lives is truly enormous. Very little of it is going to happen overnight, so it will not show up on people’s metrics—certainly not within an electorally obliging timeframe—but they nevertheless remain
2016-01-28	CON	HelenWhately	I am particularly concerned about the terrible morale among the NHS workforce. About 80% of junior doctors have said that they do not feel valued by the organisations they work in, and the figure is similar for other members of the healthcare workforce. That is an enormous problem. If I was to call for a commission on anything, I would call for one to look into why the workforce is so downbeat and demoralised. That is a fundamental but specific issue about which something could be done
2016-01-28	CON	JeremyLefroy	By contrast, the RCP pointed out that in Norway there were just over 20 specialties—it is a more generalised system. Whereas I agree that specialties need to be concentrated in the way that my hon. Friends have suggested, we must not cast out general medicine. We must not cast out those who would like to work in a more general way in a more localised setting. For many people that can be a more satisfying route, seeing the broad range of health, rather than one increasingly narrow part of healthcare.
2016-01-28	CON	JeremyLefroy	I welcome this motion and the proposal for cross-party work, whether through a commission or whatever, but I would plead that it be fairly focused. It should not cover ground on the details of healthcare that has been well covered elsewhere—probably better than we could cover it—but it should look at integration and, most important of all, future finance for the next 20 or 30 years.
2016-01-28	CON	MariaCaulfield	During my training as a nurse, we were taught an holistic model of care. We were taught that the patient’s physical care could not be separated from the emotional care, the spiritual care or the psychological care. However, when we practise in the real world, we are forced into separating physical care from mental health care and social care. When I was working on a ward, I would never question whether something was a nurse’s role or whether someone else should be doing it. If I was bathing a patient, getting them up in the morning or walking them in the hospital grounds so that they could get some fresh air, there was never a notion of “Is this the nurse’s role? Is this really healthcare?” It was all about looking after the patient as a whole
2016-01-28	CON	MariaCaulfield	I really welcome the work that has been done on NHS England’s “Five Year Forward View”. I also welcome the work of the Barker commission, which has not only identified the problem but come up with solutions and said that funding must be ring-fenced and combined. We cannot continue with separate funding for healthcare and social care. If we do, it will be a false economy and the constant divide will do nothing for patients and carers
